epoch,step,test_loss,time_forward,train_loss,valid_loss
0,3,,,,7607.10107421875
0,3,,1.0182453393936157,24751.50390625,
1,7,,,,2808.728515625
1,7,,0.9876276254653931,3883.79052734375,
2,11,,,,1852.0469970703125
2,11,,0.9743144512176514,1696.87451171875,
3,15,,,,1380.5267333984375
3,15,,0.9765259623527527,1147.25390625,
4,19,,,,1190.736328125
4,19,,0.9756949543952942,848.5992431640625,
5,23,,,,1101.64013671875
5,23,,0.9882110357284546,649.9851684570312,
6,27,,,,1005.1713256835938
6,27,,0.9795215129852295,522.9588012695312,
7,31,,,,959.5204467773438
7,31,,0.9792248606681824,436.5409240722656,
8,35,,,,897.1411743164062
8,35,,1.4060786962509155,372.1523742675781,
9,39,,,,865.24072265625
9,39,,0.973147451877594,326.7001647949219,
10,43,,,,844.6685180664062
10,43,,0.9760702252388,302.7141418457031,
11,47,,,,836.5892944335938
11,47,,0.9671249985694885,288.3662109375,
12,51,,,,839.3993530273438
12,51,,0.9747135639190674,317.5108642578125,
13,55,,,,810.4070434570312
13,55,,0.9751713275909424,316.6376037597656,
14,59,,,,792.864501953125
14,59,,0.9735240936279297,309.7574157714844,
15,63,,,,789.6224975585938
15,63,,0.9762617945671082,338.0267639160156,
16,67,,,,778.8896484375
16,67,,1.1842886209487915,375.39935302734375,
17,71,,,,793.984130859375
17,71,,1.1125764846801758,405.22698974609375,
18,75,,,,810.3140869140625
18,75,,0.9714841246604919,430.769287109375,
19,79,,,,811.0195922851562
19,79,,0.971980631351471,444.05926513671875,
20,83,,,,806.5865478515625
20,83,,0.9698441624641418,431.19073486328125,
21,87,,,,802.6375122070312
21,87,,0.9741756916046143,420.8455810546875,
22,91,,,,808.1436157226562
22,91,,0.9688988924026489,376.7266845703125,
23,95,,,,781.3101196289062
23,95,,0.9689604640007019,367.959716796875,
24,99,,,,807.1937255859375
24,99,,0.9686973690986633,344.9197692871094,
25,103,,,,797.6766967773438
25,103,,0.9724004864692688,301.5065612792969,
26,107,,,,785.1246948242188
26,107,,0.9713185429573059,273.2095031738281,
27,111,,,,768.7881469726562
27,111,,0.9721671342849731,241.50836181640625,
28,115,,,,767.3839721679688
28,115,,0.9690484404563904,229.59959411621094,
29,119,,,,765.28173828125
29,119,,0.9701299667358398,219.74163818359375,
30,123,,,,762.0111083984375
30,123,,1.0803782939910889,214.66607666015625,
31,127,,,,838.6110229492188
31,127,,1.1094005107879639,208.9613800048828,
32,131,,,,758.7791137695312
32,131,,0.9739894866943359,215.35475158691406,
33,135,,,,753.2538452148438
33,135,,0.9736305475234985,235.29588317871094,
34,139,,,,757.9263916015625
34,139,,0.9732392430305481,254.08787536621094,
35,143,,,,774.2958984375
35,143,,1.158124327659607,284.6686096191406,
36,147,,,,772.9249877929688
36,147,,1.0489503145217896,322.4658203125,
37,151,,,,760.6966552734375
37,151,,0.97687166929245,354.5242004394531,
38,155,,,,774.49462890625
38,155,,1.177439570426941,383.215087890625,
39,159,,,,780.079833984375
39,159,,0.9728659987449646,396.1395263671875,
40,163,,,,825.3252563476562
40,163,,0.9670495986938477,408.2225341796875,
41,167,,,,822.4180297851562
41,167,,0.9678713083267212,414.88922119140625,
42,171,,,,800.1860961914062
42,171,,0.9700183868408203,394.4344482421875,
43,175,,,,789.4411010742188
43,175,,0.9650843143463135,351.90789794921875,
44,179,,,,771.6157836914062
44,179,,0.9667305946350098,311.4320068359375,
45,183,,,,777.1209716796875
45,183,,0.9687646627426147,279.972412109375,
46,187,,,,770.2172241210938
46,187,,0.9673570990562439,258.3396911621094,
47,191,,,,760.3267211914062
47,191,,0.9701021313667297,235.11044311523438,
48,195,,,,790.8150024414062
48,195,,0.9665604829788208,215.21749877929688,
49,199,,,,768.7214965820312
49,199,,0.9694337248802185,210.9896240234375,
50,203,,,,808.3421020507812
50,203,,0.9694976210594177,199.52069091796875,
51,207,,,,738.7234497070312
51,207,,0.9660787582397461,205.89822387695312,
52,211,,,,747.5027465820312
52,211,,0.9652770757675171,207.33172607421875,
53,215,,,,762.4129028320312
53,215,,0.9642933011054993,226.689208984375,
54,219,,,,761.1258544921875
54,219,,0.9693179130554199,246.02032470703125,
55,223,,,,754.3626098632812
55,223,,0.9674854278564453,276.6043395996094,
56,227,,,,805.3389282226562
56,227,,0.9659128189086914,319.7334289550781,
57,231,,,,757.1585693359375
57,231,,0.9694153666496277,352.92120361328125,
58,235,,,,763.1287231445312
58,235,,0.9664025902748108,364.0272216796875,
59,239,,,,779.0584716796875
59,239,,0.9713160395622253,402.4267272949219,
60,243,,,,750.0426025390625
60,243,,0.9714317321777344,412.4620056152344,
61,247,,,,797.3480224609375
61,247,,0.9702178239822388,400.8868103027344,
62,251,,,,766.3955078125
62,251,,0.9688998460769653,367.793212890625,
63,255,,,,778.03466796875
63,255,,0.9692255258560181,347.8665771484375,
64,259,,,,768.0020141601562
64,259,,0.9687342643737793,311.002197265625,
65,263,,,,769.5123901367188
65,263,,0.9707032442092896,280.74139404296875,
66,267,,,,756.03759765625
66,267,,0.9699721336364746,253.48361206054688,
67,271,,,,752.2680053710938
67,271,,0.9702701568603516,222.75436401367188,
68,275,,,,756.9949951171875
68,275,,0.9695367813110352,212.98779296875,
69,279,,,,772.8336181640625
69,279,,0.969679594039917,198.37342834472656,
70,283,,,,754.3284912109375
70,283,,0.9735293388366699,191.61337280273438,
71,287,,,,748.0752563476562
71,287,,0.9703269004821777,195.22792053222656,
72,291,,,,758.2769165039062
72,291,,0.9691802263259888,202.35093688964844,
73,295,,,,766.7679443359375
73,295,,0.9710305333137512,211.88436889648438,
74,299,,,,773.042236328125
74,299,,0.9702464938163757,238.53524780273438,
75,303,,,,734.100341796875
75,303,,0.9731069803237915,268.12701416015625,
76,307,,,,733.4749755859375
76,307,,0.9730889201164246,302.84130859375,
77,311,,,,786.8590087890625
77,311,,0.97383052110672,331.4013977050781,
78,315,,,,752.4910278320312
78,315,,0.9748771786689758,369.580322265625,
79,319,,,,732.7100219726562
79,319,,0.9720245599746704,381.71759033203125,
80,323,,,,767.1075439453125
